area,perimeter,eccentricity,mean_intensity,solidity,glcm_contrast,glcm_homogeneity,glcm_energy,glcm_correlation,label
37483.0,2463.989032180456,0.47196042886662387,182.21092228476908,0.6066682851824876,773.3149801587302,0.1340565160195485,0.029899545316575373,0.9301762749686409,Tuberculosis
38736.0,2765.8023074035523,0.4470780683444154,171.32070941759602,0.6726401333611169,872.4873511904759,0.11508471838027687,0.017141826582963763,0.8986359137344788,Tuberculosis
46211.0,2182.4976541518076,0.43959810336189964,183.24957261258143,0.744318273334944,715.5850694444445,0.13665043607743615,0.025435838555687335,0.906420010108374,Tuberculosis
43933.0,3020.444876303172,0.2595356482302776,185.1977101495459,0.6703643798828125,528.8177083333335,0.14982428530275702,0.024487093347614057,0.8831930390177019,Tuberculosis
39093.0,2496.574818618083,0.34391779371793274,184.36111324278005,0.5989061494622667,579.5004960317459,0.15436888085396971,0.02188801555524073,0.9384803027493368,Tuberculosis
31543.0,2613.5941546018394,0.46664109586038,177.71229749865265,0.5049950369824854,400.5438988095239,0.09330927136691988,0.018622672780350333,0.941026246199208,Tuberculosis
43185.0,2682.9951288348657,0.4471730905660124,164.96223225657056,0.6941475254368058,1200.0503472222224,0.11111180623364766,0.019375421609697685,0.7955157026461936,Tuberculosis
46256.0,1253.1787155501902,0.7419441913647573,250.46863109650639,0.7939036111492517,346.5706845238095,0.6831978840968486,0.641932230845846,0.9683684649548467,Tuberculosis
34008.0,2404.734198184517,0.36841001034954957,171.3370383439191,0.5659228196295741,770.6827876984127,0.09596593075340226,0.019395253568061124,0.907695378046586,Tuberculosis
35867.0,3316.5891039679555,0.4188046173834863,183.5551900075278,0.5542729099057333,588.7723214285713,0.11336438106562499,0.016712111194357292,0.8587657811505589,Tuberculosis
40856.0,2340.977884892163,0.5168884627246436,189.6586303113374,0.6543555904351587,701.1175595238096,0.1500468734414538,0.035416371408444246,0.9322037284816923,Tuberculosis
47557.0,2267.4265863399423,0.40485345637575765,169.5975986710684,0.7485283470267888,539.1738591269841,0.18163743571343968,0.04812147110220723,0.9265273883977934,Tuberculosis
34356.0,2501.481456229631,0.5798982123375557,188.8884910932588,0.5426802299867315,888.7428075396828,0.12187362207365911,0.017359339478766982,0.9133994426616096,Tuberculosis
49121.0,2950.398195108946,0.35203719799599553,181.41338734960607,0.7495269775390625,396.24702380952385,0.1697222400977854,0.027898754244489694,0.8692176832861387,Tuberculosis
45958.0,2481.214428924872,0.3633470876516675,168.01675442795596,0.7522752569894585,603.1356646825398,0.11864884262945682,0.01848259149017988,0.8729464175752192,Tuberculosis
31056.0,2162.8641404994282,0.5349317730221325,170.54482225656878,0.5390824350361922,535.1510416666667,0.10762775229987445,0.023092795094908164,0.9320253307671763,Tuberculosis
44038.0,3070.5525240414963,0.197837541175052,182.39111676279578,0.671966552734375,419.90699404761904,0.1459168238972352,0.021802838269678482,0.8698915229386414,Tuberculosis
41943.0,2603.859089865545,0.3419226428646739,183.99547004267697,0.6511573750640399,888.0265376984127,0.10048284565427859,0.016684483284583464,0.8974757212124174,Tuberculosis
36877.0,2779.693613644701,0.3445823674736271,164.36749193264095,0.5669110977878214,2387.897817460317,0.06906324714000972,0.014453176869378437,0.6803973166261306,Tuberculosis
38179.0,3461.0611460128475,0.4027788457323026,169.39144555907697,0.5825653076171875,1268.0300099206352,0.09069451302098966,0.015309833215520333,0.7632861349600925,Tuberculosis
57209.0,1528.6883835420683,0.5239010166995781,250.69581709171635,0.8771426819171445,174.76413690476193,0.816345899837619,0.791200878284474,0.9632308595280241,Tuberculosis
38071.0,2467.084486609961,0.49846173004411853,166.43403115232067,0.5939869566574094,436.7051091269842,0.13860736631234763,0.019322171586006267,0.9391288609274709,Tuberculosis
46805.0,2187.912913734707,0.47017375038965126,157.86537763059502,0.7924052347334383,532.65376984127,0.16022990217076102,0.030967242438509148,0.9416158115291497,Tuberculosis
35192.0,2177.8712831743646,0.5586987143928895,170.34286201409412,0.6331660099674349,606.8648313492065,0.14497614418584373,0.0476522985554571,0.9394203733583792,Tuberculosis
36505.0,3308.049998724555,0.3933626064175085,172.70614984248732,0.557941554074708,735.449900793651,0.10275379188259214,0.016240779309270738,0.8313260201104262,Tuberculosis
43433.0,2867.7585848021567,0.12938308541198615,167.64655906798978,0.6627349853515625,765.0066964285713,0.11406644932726016,0.018328020621867377,0.8108091655859215,Tuberculosis
37854.0,3212.101730552664,0.27506577919009556,197.96388756802452,0.577606201171875,539.7938988095239,0.11594319694330657,0.01778811614785824,0.8485401197355213,Tuberculosis
40828.0,2522.73629022557,0.4114286866456378,136.5136181052219,0.6427885447990301,422.4496527777778,0.14947367941580697,0.028053215619400242,0.936400880071679,Tuberculosis
46000.0,2415.274349448445,0.5435359860669069,153.30217391304348,0.7521378701417616,1009.4379960317463,0.14003348981404967,0.02436180020492361,0.9011654243841974,Tuberculosis
49432.0,2777.3931444750624,0.2687583074606029,189.94807007606408,0.7663281916130532,343.42261904761915,0.14830801858436327,0.02369687513285202,0.9136803661193702,Tuberculosis
28111.0,2549.5626253092632,0.3917442792108975,178.20838817544734,0.45415771362101554,1143.1445932539682,0.11226959908086387,0.02014814154285738,0.9105335768619598,Tuberculosis
39553.0,3099.5047968267436,0.404627672943276,180.86463732207417,0.6043977873536872,974.4136904761904,0.1388196868224787,0.01800209166490215,0.7935350245931915,Tuberculosis
51472.0,1444.3401871576773,0.5677158434956049,169.78605843953994,0.9561954300575887,289.73263888888886,0.11369752289722847,0.01723398038973284,0.9321723521385794,Tuberculosis
36307.0,3290.7951647286163,0.16259302478776066,182.04899881565538,0.5540008544921875,629.2968750000001,0.09247081577229752,0.01587010917086307,0.8469746010815777,Tuberculosis
40429.0,2974.1849916733495,0.41579398627149877,173.451952806154,0.6231542279355097,599.2249503968253,0.10818412253025239,0.017525967567095613,0.8521405980498091,Tuberculosis
27304.0,1666.3879143724298,0.8147911980641407,191.42642103721067,0.7571404802839554,875.4920634920634,0.283585709032147,0.03593235616949799,0.9055206474453523,Tuberculosis
51329.0,2233.0367593952087,0.32791410321181097,182.58323754602662,0.8192192288049029,480.7147817460318,0.17210832619231511,0.0336356526483207,0.9202384062434654,Tuberculosis
33862.0,2950.693613644701,0.4673500799554783,170.7161419880692,0.516693115234375,1623.3320932539682,0.09112950653016849,0.014156471421458665,0.8193464499008672,Tuberculosis
