area,perimeter,eccentricity,mean_intensity,solidity,label
37483.0,2463.989032180456,0.47196042886662387,182.21092228476908,0.6066682851824876,Tuberculosis
38736.0,2765.8023074035523,0.4470780683444154,171.32070941759602,0.6726401333611169,Tuberculosis
46211.0,2182.4976541518076,0.43959810336189964,183.24957261258143,0.744318273334944,Tuberculosis
43933.0,3020.444876303172,0.2595356482302776,185.1977101495459,0.6703643798828125,Tuberculosis
39093.0,2496.574818618083,0.34391779371793274,184.36111324278005,0.5989061494622667,Tuberculosis
31543.0,2613.5941546018394,0.46664109586038,177.71229749865265,0.5049950369824854,Tuberculosis
43185.0,2682.9951288348657,0.4471730905660124,164.96223225657056,0.6941475254368058,Tuberculosis
46256.0,1253.1787155501902,0.7419441913647573,250.46863109650639,0.7939036111492517,Tuberculosis
34008.0,2404.734198184517,0.36841001034954957,171.3370383439191,0.5659228196295741,Tuberculosis
35867.0,3316.5891039679555,0.4188046173834863,183.5551900075278,0.5542729099057333,Tuberculosis
40856.0,2340.977884892163,0.5168884627246436,189.6586303113374,0.6543555904351587,Tuberculosis
47557.0,2267.4265863399423,0.40485345637575765,169.5975986710684,0.7485283470267888,Tuberculosis
34356.0,2501.481456229631,0.5798982123375557,188.8884910932588,0.5426802299867315,Tuberculosis
49121.0,2950.398195108946,0.35203719799599553,181.41338734960607,0.7495269775390625,Tuberculosis
45958.0,2481.214428924872,0.3633470876516675,168.01675442795596,0.7522752569894585,Tuberculosis
31056.0,2162.8641404994282,0.5349317730221325,170.54482225656878,0.5390824350361922,Tuberculosis
44038.0,3070.5525240414963,0.197837541175052,182.39111676279578,0.671966552734375,Tuberculosis
41943.0,2603.859089865545,0.3419226428646739,183.99547004267697,0.6511573750640399,Tuberculosis
36877.0,2779.693613644701,0.3445823674736271,164.36749193264095,0.5669110977878214,Tuberculosis
38179.0,3461.0611460128475,0.4027788457323026,169.39144555907697,0.5825653076171875,Tuberculosis
57209.0,1528.6883835420683,0.5239010166995781,250.69581709171635,0.8771426819171445,Tuberculosis
38071.0,2467.084486609961,0.49846173004411853,166.43403115232067,0.5939869566574094,Tuberculosis
46805.0,2187.912913734707,0.47017375038965126,157.86537763059502,0.7924052347334383,Tuberculosis
35192.0,2177.8712831743646,0.5586987143928895,170.34286201409412,0.6331660099674349,Tuberculosis
36505.0,3308.049998724555,0.3933626064175085,172.70614984248732,0.557941554074708,Tuberculosis
43433.0,2867.7585848021567,0.12938308541198615,167.64655906798978,0.6627349853515625,Tuberculosis
37854.0,3212.101730552664,0.27506577919009556,197.96388756802452,0.577606201171875,Tuberculosis
40828.0,2522.73629022557,0.4114286866456378,136.5136181052219,0.6427885447990301,Tuberculosis
46000.0,2415.274349448445,0.5435359860669069,153.30217391304348,0.7521378701417616,Tuberculosis
49432.0,2777.3931444750624,0.2687583074606029,189.94807007606408,0.7663281916130532,Tuberculosis
28111.0,2549.5626253092632,0.3917442792108975,178.20838817544734,0.45415771362101554,Tuberculosis
39553.0,3099.5047968267436,0.404627672943276,180.86463732207417,0.6043977873536872,Tuberculosis
51472.0,1444.3401871576773,0.5677158434956049,169.78605843953994,0.9561954300575887,Tuberculosis
36307.0,3290.7951647286163,0.16259302478776066,182.04899881565538,0.5540008544921875,Tuberculosis
40429.0,2974.1849916733495,0.41579398627149877,173.451952806154,0.6231542279355097,Tuberculosis
27304.0,1666.3879143724298,0.8147911980641407,191.42642103721067,0.7571404802839554,Tuberculosis
51329.0,2233.0367593952087,0.32791410321181097,182.58323754602662,0.8192192288049029,Tuberculosis
33862.0,2950.693613644701,0.4673500799554783,170.7161419880692,0.516693115234375,Tuberculosis
28577.0,1210.239682094289,0.7524550331130113,184.56426496833117,0.8180985371160288,Tuberculosis
34870.0,2249.9118677141805,0.30609463975690615,171.08958990536277,0.5704050251913891,Tuberculosis
45297.0,2465.0134187980957,0.5050148634311674,181.66911716007684,0.6983595942154112,Tuberculosis
43709.0,2884.168793751173,0.46900513319419307,175.97487931547278,0.6722082955261984,Tuberculosis
32415.0,2346.699710299111,0.5302247389061123,179.27718648773717,0.5536577450595248,Tuberculosis
33683.0,2726.0560953789645,0.5890160628943142,164.75349582875634,0.5175629993853719,Tuberculosis
33333.0,3287.008368164212,0.3685126899384512,185.60639606396063,0.5086212158203125,Tuberculosis
32145.0,1705.2407281148157,0.7626633895650006,175.37346399128947,0.7772753651223523,Tuberculosis
43003.0,2227.231672867575,0.23629565503641822,175.28684045299164,0.7444086691593962,Tuberculosis
37694.0,2806.456023591465,0.41658916093602427,187.48527617127394,0.6606260296540363,Tuberculosis
41092.0,2359.989032180456,0.3160663965357345,167.21154969337098,0.6856551701122958,Tuberculosis
34081.0,2949.398195108946,0.39851755358961777,194.51404008098353,0.5262255848066085,Tuberculosis
31244.0,2224.7758287448596,0.66974513924808,167.79410446805787,0.5947612883575726,Tuberculosis
39597.0,2193.1484117468904,0.6157912574582881,167.92244361946612,0.671226606997559,Tuberculosis
41637.0,2547.664176393178,0.3492547536781132,164.67437615582296,0.6784695856214049,Tuberculosis
30892.0,1756.36056916196,0.8205446285861266,161.175093875437,0.6328512312041628,Tuberculosis
34077.0,2519.3738084913066,0.41945238878295366,193.71317897702264,0.535238035402956,Tuberculosis
42617.0,2367.0073221436855,0.3827802190243687,198.37590632846047,0.6730416929879974,Tuberculosis
36445.0,3500.4164850721754,0.28116520136988604,175.29389491013856,0.5561065673828125,Tuberculosis
44426.0,2183.5453813665604,0.46920323325446484,212.402354477108,0.7129949124524547,Tuberculosis
52343.0,2867.6286424872455,0.18753033827458634,187.1252507498615,0.7986907958984375,Tuberculosis
38616.0,2454.456023591465,0.5334341076052783,181.16982597886886,0.5961007085410845,Tuberculosis
34653.0,3013.6174951989524,0.5922075514306494,169.7809136294116,0.5287628173828125,Tuberculosis
39935.0,1861.2895013500945,0.5879565666197711,159.84031551270814,0.7744894594961503,Tuberculosis
